,X,Y,class,ID,X_utm,Y_utm,B1,B2,B3,B4,B5,B6,B7,NDVI,NDWI,NDBI
21,75.8057907368231,26.9058657953284,4.0,22,580014.7097013193,2976263.708513015,9602,10122,11266,11923,13917,16169,15633,0.0771671826625384,2.4971210737402116,0.07485209067340266
22,75.801133069712,26.8986904703193,5.0,23,579557.2157073566,2975466.004798262,7975,8690,9666,10033,13517,12244,11084,0.14794055201698453,2.660785920717756,2.494584837545117
23,75.8034968707383,26.9036838251502,5.0,24,579788.4545798484,2976020.576649396,8580,8756,9840,9816,14497,12554,11138,0.19253074486899935,2.5014997740066462,2.3508557909134513
24,75.8049934784888,26.9076701168219,5.0,25,579934.2683800401,2976463.059162655,9117,9634,10572,10628,15203,14044,12219,0.17711277147613266,2.362948593598439,2.2011488357780213
25,75.8086804141524,26.8948850940452,5.0,26,580309.4322369525,2975049.2695909617,8397,8921,9760,10065,11455,11226,10833,0.0645910780669142,3.0092387461701486,2.8793703981305816
26,75.8078228651815,26.8952469954457,5.0,27,580224.010667896,2975088.811775826,8484,8772,9445,9447,11798,12673,10871,0.11066133207813553,2.974297415619249,0.03575660986473771
27,75.8101909591285,26.8967811426871,5.0,28,580458.1057484159,2975260.242567691,8483,8927,9487,9760,11960,11173,10360,0.10128913443830526,2.940411246328144,2.798988458046934
28,75.8081532968951,26.8980950021195,4.0,29,580254.8137636073,2975404.4781156727,12335,13228,14723,15768,17547,16500,14548,0.05339936965330916,1.9433529594050143,1.8941169559726203
29,75.8060290930224,26.8960888095731,5.0,30,580045.2726829677,2975180.9195397147,8753,8997,10215,10272,13901,13004,11987,0.15012617383030594,2.564687344501565,2.402490243449164
30,75.8108975488682,26.8726376076077,1.0,31,580545.3941468655,2972586.4573584814,8067,8322,9096,8923,15618,12098,9985,0.27280876899881723,2.3878773165007594,2.237552316351558
31,75.8125434546384,26.875142773008,1.0,32,580707.1074301867,2972864.98615482,8076,8320,9045,8747,15171,11791,9625,0.26858432979345986,2.453336636934248,2.3053185965432745
32,75.81432248514,26.8708222703612,1.0,33,580886.8939977901,2972387.564743502,8061,8350,9083,8819,15540,11767,9638,0.2759144464058448,2.3993420785444406,2.261801003405712
33,75.781928214484,26.8421342239693,3.0,34,577688.6317472071,2969189.7268581055,8551,8915,10084,10077,17147,13776,11715,0.2596973258889206,2.147295361903705,2.0103159460595608
34,75.7818963777537,26.8437260604854,3.0,35,577684.3819377698,2969366.0237704106,8507,8764,10075,10182,17420,14184,11759,0.2622273748279101,2.1164211674849898,1.9712694595620746
35,75.7810473982785,26.8429513667142,3.0,36,577600.5576963796,2969279.6969054025,8782,9123,10543,10636,19030,15836,13118,0.2829501786556992,1.929090724647476,1.7880456605288768
36,75.7794237250321,26.8457423867391,2.0,37,577437.3333969783,2969587.8462361,8529,9071,10390,10726,12243,11878,11348,0.06604553964038458,2.813723324349389,2.7018365739397097
37,75.7799861739344,26.8412746322507,2.0,38,577496.2580842806,2969093.3283950016,8558,8825,9312,9472,10261,9947,9410,0.03998378350985639,3.299800745925493,3.2275336500395726
38,75.778458010879,26.8443203461181,1.0,39,577342.3506574081,2969429.7478369386,8075,8344,9318,8941,16327,12482,10125,0.29230647459236864,2.2821992591148286,2.1413794300392164
39,75.7777257660816,26.845933407121,4.0,40,577268.5018304783,2969607.9688942996,8798,9345,10869,11215,14124,13861,12476,0.1148032676901215,2.491937742567909,2.332428086474889
40,75.7777045415947,26.8465807539709,4.0,41,577265.9535170553,2969679.6579627236,8603,9174,10261,10443,14065,13803,12166,0.14778847723192368,2.537696292033205,2.3422563513707395
41,75.7759429091836,26.845933407121,4.0,42,577091.3652149149,2969606.8842477123,9126,9872,11136,11826,13560,14306,13520,0.0683053651619,2.5555555555555456,0.026770975382186084
42,75.7765478070597,26.8447236113688,4.0,43,577152.2853273599,2969473.2515622317,11197,11664,11476,12654,15581,17204,16143,0.10366566318399113,2.2704290941345966,0.04950434649992359
